iter	RMSE
569	7.398708898
570	7.394902905
571	7.390965307
572	7.387474137
573	7.383479729
574	7.379311157
575	7.375240336
576	7.371194456
577	7.368851638
578	7.363721878
579	7.361688769
580	7.358841064
581	7.355672528
582	7.352062634
583	7.350371709
584	7.347398393
585	7.345831549
586	7.342871301
587	7.341010337
588	7.33813285
589	7.336627479
590	7.334411083
591	7.330141193
592	7.327212669
593	7.32203286
594	7.317453437
595	7.315415203
596	7.31450944
597	7.311487261
598	7.306465618
599	7.301104739
600	7.299023047
601	7.296260671
602	7.29482069
603	7.294226095
604	7.291933377
605	7.287205262
606	7.282839512
607	7.279048425
608	7.275863054
609	7.273863051
610	7.271469945
611	7.269239622
612	7.266960363
613	7.265039042
614	7.262795036
615	7.260961182
616	7.258703994
617	7.254478837
618	7.251214714
619	7.249459055
620	7.244747701
621	7.24246415
622	7.239606887
623	7.237209216
624	7.234018268
625	7.232450125
626	7.230991543
627	7.228950165
628	7.225929611
629	7.223760754
630	7.222261928
631	7.218904217
632	7.216251767
633	7.213490851
634	7.211849564
635	7.209109084
636	7.207074549
637	7.204505205
638	7.197579392
639	7.196047994
640	7.192923274
641	7.188839457
642	7.186942292
643	7.185139483
644	7.182210748
645	7.180599955
646	7.17855775
647	7.176035962
648	7.171911959
649	7.166923351
650	7.164268551
651	7.161290114
652	7.159154152
653	7.154322344
654	7.152215135
655	7.149223961
656	7.146578615
657	7.144856597
658	7.143272065
659	7.142428571
660	7.137355032
661	7.133039903
662	7.132452083
663	7.130933393
664	7.127396703
665	7.125335204
666	7.122983719
667	7.12129168
668	7.119708574
669	7.114167045
670	7.111641803
671	7.107277729
672	7.103949517
673	7.101673135
674	7.098079359
675	7.096649489
676	7.095405067
677	7.092467307
678	7.09153136
679	7.089683385
680	7.087932429
681	7.084588213
682	7.081008166
683	7.078973356
684	7.077041138
685	7.074484208
686	7.071471137
687	7.068694216
688	7.064427507
689	7.062804035
690	7.061483945
691	7.058696331
692	7.056666415
693	7.054455349
694	7.050123326
695	7.048947029
696	7.047989399
697	7.044485061
698	7.042436106
699	7.041202677
700	7.038507778
701	7.036139678
702	7.032845075
703	7.029470241
704	7.028044117
705	7.026009704
706	7.024404411
707	7.021626525
708	7.019720855
709	7.017863143
710	7.017032766
711	7.015983363
712	7.013336493
713	7.011310887
714	7.007402014
715	7.005313293
716	7.004531452
717	7.003234691
718	7.001709803
719	6.999128151
720	6.993109504
721	6.989223099
722	6.986681218
723	6.985119845
724	6.981018359
725	6.979079432
726	6.976995928
727	6.975823478
728	6.973483376
729	6.971219997
730	6.969768626
731	6.962546766
732	6.959374939
733	6.958657546
734	6.954209023
735	6.950688794
736	6.950120075
737	6.948133006
738	6.94691488
739	6.944308384
740	6.942310445
741	6.939560603
742	6.937747594
743	6.935126689
744	6.933527803
745	6.925265792
746	6.921648041
747	6.920022309
748	6.917395527
749	6.916060792
750	6.913620604
751	6.908876377
752	6.907985586
753	6.905189495
754	6.902109125
755	6.900725119
756	6.899132571
757	6.896823809
758	6.894714377
759	6.893631098
760	6.891614176
761	6.890809338
762	6.888255263
763	6.884679815
764	6.882128389
765	6.880155533
766	6.879011862
767	6.876045867
768	6.874563195
769	6.870752048
770	6.868930254
771	6.866049787
772	6.863387646
773	6.861484123
774	6.860330367
775	6.859014484
776	6.857393807
777	6.85528408
778	6.853950571
779	6.852553958
780	6.850887296
781	6.848679392
782	6.846444062
783	6.844768879
784	6.843558975
785	6.842849672
786	6.840608192
787	6.837497023
788	6.834171134
789	6.830929909
790	6.828270938
791	6.825066959
792	6.823435193
793	6.822096031
794	6.820463278
795	6.816860997
796	6.816517723
797	6.815642156
798	6.814764985
799	6.813350436
800	6.810687943
801	6.809200029
802	6.807369553
803	6.806106388
804	6.803829035
805	6.802582127
806	6.800975705
807	6.797465596
808	6.79378344
809	6.791689414
810	6.789863524
811	6.787451264
812	6.785056824
813	6.782531092
814	6.780416677
815	6.77752541
816	6.776970202
817	6.775752891
818	6.772712372
819	6.769780603
820	6.76869174
821	6.766225751
822	6.763786814
823	6.759757154
824	6.757049847
825	6.755674772
826	6.754816893
827	6.753765498
828	6.750927345
829	6.749119
830	6.744474406
831	6.744060805
832	6.742188147
833	6.738835015
834	6.73636073
835	6.73488569
836	6.73224579
837	6.728537621
838	6.726446148
839	6.724937046
840	6.723901735
841	6.718242735
842	6.716537826
843	6.715369146
844	6.712754458
845	6.709582195
846	6.707416775
847	6.706185247
848	6.705658926
849	6.703932663
850	6.702264758
851	6.700659468
852	6.699638521
853	6.698371254
854	6.696778559
855	6.694593668
856	6.693257668
857	6.692074205
858	6.690790631
859	6.688698859
860	6.68722578
861	6.684392918
862	6.683020725
863	6.679629829
864	6.678433487
865	6.675452023
866	6.674614155
867	6.673804941
868	6.671838989
869	6.671388623
870	6.669005251
871	6.667139955
872	6.66565724
873	6.664171979
874	6.663191145
875	6.662599766
876	6.661133234
877	6.658731468
878	6.655783937
879	6.654025214
880	6.653852536
881	6.65230847
882	6.651508008
883	6.648767228
884	6.648024317
885	6.645926889
886	6.64296393
887	6.641570461
888	6.637532608
889	6.637271201
890	6.634312321
891	6.632557347
892	6.631508573
893	6.629689431
894	6.628154714
895	6.626390353
896	6.624610586
897	6.621493314
898	6.618404857
899	6.615713319
900	6.614296116
901	6.61269799
902	6.61150961
903	6.610586321
904	6.608126295
905	6.60734027
906	6.606421583
907	6.604757836
908	6.601692593
909	6.600460208
910	6.599253739
911	6.597130222
912	6.593384997
913	6.593201867
914	6.592092149
915	6.590690127
916	6.589561332
917	6.587842015
918	6.585343379
919	6.581837352
920	6.580780896
921	6.580544983
922	6.579671582
923	6.578142593
924	6.576204271
925	6.574703273
926	6.574137696
927	6.572627359
928	6.571385672
929	6.568291952
930	6.564860671
931	6.564296624
932	6.560583807
933	6.559351556
934	6.55840937
935	6.55768489
936	6.555985171
937	6.555780132
938	6.55352121
939	6.55244021
940	6.551414887
941	6.547065641
942	6.544581921
943	6.541982488
944	6.540851816
945	6.537329431
946	6.535756258
947	6.534433328
948	6.533079008
949	6.532034728
950	6.531147062
951	6.529516482
952	6.527230656
953	6.525534777
954	6.524589716
955	6.521122836
956	6.518523796
957	6.515167324
958	6.513756988
959	6.510292408
960	6.50886109
961	6.508068594
962	6.507893517
963	6.504827296
964	6.503229392
965	6.500815362
966	6.499575647
967	6.498826326
968	6.49590349
969	6.494631241
970	6.494478934
971	6.493832013
972	6.492627949
973	6.489946714
974	6.487522006
975	6.486881542
976	6.485438498
977	6.484099055
978	6.483313042
979	6.481928986
980	6.480924591
981	6.477425058
982	6.474632169
983	6.473868802
984	6.470919107
985	6.468837025
986	6.466700223
987	6.465546793
988	6.464223087
989	6.461816943
990	6.460042052
991	6.458665453
992	6.457400423
993	6.454650705
994	6.453643159
995	6.452220629
996	6.450137875
997	6.44890646
998	6.44661593
999	6.445398638
1000	6.444595169
1001	6.442938303
1002	6.441788859
1003	6.439964501
1004	6.439056239
1005	6.438456484
1006	6.437557591
1007	6.436905652
1008	6.433962769
1009	6.432316289
1010	6.430175494
1011	6.429210915
1012	6.428351994
1013	6.427691818
1014	6.426657271
1015	6.425362169
1016	6.424793104
1017	6.423156458
1018	6.422819557
1019	6.421905876
1020	6.420936023
1021	6.420360148
1022	6.419747164
1023	6.418798971
1024	6.416737067
1025	6.415055031
1026	6.41356625
1027	6.412847908
1028	6.412049981
1029	6.411393436
1030	6.410678618
1031	6.407790678
1032	6.406551397
1033	6.40501274
1034	6.402765851
1035	6.401880787
1036	6.401316223
1037	6.400065393
1038	6.398993843
1039	6.397145664
1040	6.396388246
1041	6.395111304
1042	6.394308525
1043	6.392864503
1044	6.391782535
1045	6.390091427
1046	6.387767028
1047	6.387042114
1048	6.38648323
1049	6.385649066
1050	6.384011567
1051	6.383309255
1052	6.380915547
1053	6.380482264
1054	6.37821535
1055	6.376874928
1056	6.37499246
1057	6.374839928
1058	6.373817832
1059	6.372558449
1060	6.370649732
1061	6.368885641
1062	6.366745144
1063	6.365043573
1064	6.362770427
1065	6.361664989
1066	6.360701435
1067	6.35964943
1068	6.358553019
1069	6.356599802
1070	6.354564501
1071	6.353968839
1072	6.352646474
1073	6.350968727
1074	6.349751256
1075	6.348785068
1076	6.347683053
1077	6.345859221
1078	6.344099532
1079	6.343323605
1080	6.342137139
1081	6.338701914
1082	6.337916179
1083	6.336136057
1084	6.334576864
1085	6.333928905
1086	6.333476122
1087	6.333082467
1088	6.332245792
1089	6.328752202
1090	6.327016683
1091	6.326443501
1092	6.323251613
1093	6.321347208
1094	6.320350712
1095	6.31972786
1096	6.318741587
1097	6.317181924
1098	6.315970061
1099	6.31493292
1100	6.313832708
1101	6.312989328
1102	6.310437276
1103	6.309183544
1104	6.308713471
1105	6.307792646
1106	6.307182125
1107	6.30563497
1108	6.304225039
1109	6.301926433
1110	6.29978545
1111	6.298510417
1112	6.297953937
1113	6.296200086
1114	6.294186931
1115	6.29230128
1116	6.28996885
1117	6.28964124
1118	6.288595402
1119	6.28776185
1120	6.287024608
1121	6.284060685
1122	6.281890323
1123	6.280917609
1124	6.280321664
1125	6.278389867
1126	6.27759733
1127	6.275142721
1128	6.274075921
1129	6.273017116
1130	6.271340333
1131	6.26872059
1132	6.267717924
1133	6.2668837
1134	6.265856281
1135	6.264093298
1136	6.263471974
1137	6.261969104
1138	6.260636243
1139	6.258189445
1140	6.257478746
1141	6.256543065
1142	6.254510292
1143	6.253893395
1144	6.251476672
1145	6.249897153
1146	6.249186184
1147	6.248317733
1148	6.246347167
1149	6.245825128
1150	6.245633157
1151	6.244119558
1152	6.243683496
1153	6.243091901
1154	6.24245972
1155	6.240594065
1156	6.239750762
1157	6.239327979
1158	6.238177259
1159	6.236859282
1160	6.236117093
1161	6.234195205
1162	6.233005473
1163	6.231493115
1164	6.230786839
1165	6.229448194
1166	6.228564681
1167	6.22627826
1168	6.22572171
1169	6.224123197
1170	6.223273075
1171	6.222187165
1172	6.221034382
1173	6.219948098
1174	6.218899077
1175	6.215518736
1176	6.214684822
1177	6.213819432
1178	6.212958937
1179	6.21108495
1180	6.208910389
1181	6.207725649
1182	6.20710113
1183	6.206757735
1184	6.205304996
1185	6.203730039
1186	6.20267865
1187	6.201889959
1188	6.200878674
1189	6.199037873
1190	6.197751125
1191	6.197205045
1192	6.19569047
1193	6.195292456
1194	6.193235544
1195	6.191699545
1196	6.190486397
1197	6.189448063
1198	6.189290899
1199	6.187517671
1200	6.184648171
1201	6.182022121
1202	6.179734535
1203	6.178237969
1204	6.176899778
1205	6.174653629
1206	6.173465317
1207	6.171972608
1208	6.171560946
1209	6.169685906
1210	6.168627703
1211	6.167719099
1212	6.167497159
1213	6.166120075
1214	6.163379524
1215	6.161160518
1216	6.158661939
1217	6.157094462
1218	6.156384169
1219	6.154321347
1220	6.153713056
1221	6.151854144
1222	6.150833273
1223	6.148012366
1224	6.145933333
1225	6.145067257
1226	6.143546168
1227	6.143041554
1228	6.142379721
1229	6.141894304
1230	6.140983127
1231	6.139494357
1232	6.138846425
1233	6.136660005
1234	6.134664234
1235	6.134151758
1236	6.132373751
1237	6.131748785
1238	6.131538871
1239	6.129849296
1240	6.128575426
1241	6.127680986
1242	6.126622274
1243	6.125499952
1244	6.123125241
1245	6.122673893
1246	6.120392123
1247	6.118475954
1248	6.117900683
1249	6.115978629
1250	6.11538545
1251	6.114159409
1252	6.112253596
1253	6.110590267
1254	6.108311555
1255	6.107709742
1256	6.107226105
1257	6.10626666
1258	6.10451042
1259	6.10372949
1260	6.102609216
1261	6.10170974
1262	6.100246131
1263	6.099829095
1264	6.098430114
1265	6.09706403
1266	6.096931515
1267	6.095753496
1268	6.094983335
1269	6.093958997
1270	6.092941781
1271	6.09219218
1272	6.09189261
1273	6.091422214
1274	6.088864517
1275	6.087983672
1276	6.087672238
1277	6.086184236
1278	6.084795464
1279	6.082929455
1280	6.080618049
1281	6.080555938
1282	6.079896206
1283	6.079067974
1284	6.078208537
1285	6.077395589
1286	6.075071861
1287	6.074219936
1288	6.07294708
1289	6.072017683
1290	6.071249342
1291	6.069952745
1292	6.068471297
1293	6.065800851
1294	6.063065674
1295	6.062357707
1296	6.061693099
1297	6.061116228
1298	6.060763957
1299	6.060441714
1300	6.05867001
1301	6.057437529
1302	6.05673778
1303	6.05481739
1304	6.054571827
1305	6.053563307
1306	6.051406261
1307	6.049716686
1308	6.049312297
1309	6.048701155
1310	6.048046453
1311	6.04573173
1312	6.043573951
1313	6.042902401
1314	6.041541064
1315	6.04064291
1316	6.039423975
1317	6.037555395
1318	6.035574365
1319	6.033768653
1320	6.033228235
1321	6.030879581
1322	6.030029191
1323	6.027662967
1324	6.027569093
1325	6.025381046
1326	6.023349209
1327	6.023211482
1328	6.021895446
1329	6.021245512
1330	6.019131873
1331	6.018180052
1332	6.01728537
1333	6.01613596
1334	6.014259214
1335	6.013476439
1336	6.012707541
1337	6.009804494
1338	6.008742
1339	6.007061015
1340	6.005727598
1341	6.004849261
1342	6.004379088
1343	6.00272247
1344	6.002276931
1345	6.001470408
1346	6.001196041
1347	6.000941153
1348	6.000372895
1349	6.000152955
1350	5.999142402
1351	5.998749544
1352	5.997837354
1353	5.997063493
1354	5.996146934
1355	5.994825848
1356	5.993498064
1357	5.992601295
1358	5.991448138
1359	5.990657725
1360	5.990046475
1361	5.989432424
1362	5.988091143
1363	5.987176503
1364	5.985510588
1365	5.984948941
1366	5.983166312
1367	5.982217771
1368	5.981121801
1369	5.980449426
1370	5.978434614
1371	5.977587458
1372	5.975547294
1373	5.974045209
1374	5.973151291
1375	5.972153314
1376	5.970147523
